Source,Target,Type,Id,Label,Weight,attribute,MMNT-EdgeType,Color
119,307,Undirected,2481,person-person,2,,person<--->person,"#000000"
119,322,Undirected,2482,person-person,1,,person<--->person,"#000000"
119,325,Undirected,2483,person-person,1,,person<--->person,"#000000"
119,326,Undirected,2484,person-person,2,,person<--->person,"#000000"
119,330,Undirected,2485,person-person,1,,person<--->person,"#000000"
119,337,Undirected,2486,person-person,1,,person<--->person,"#000000"
119,355,Undirected,2487,person-person,1,,person<--->person,"#000000"
119,356,Undirected,2488,person-person,1,,person<--->person,"#000000"
119,360,Undirected,2489,person-person,2,,person<--->person,"#000000"
122,126,Undirected,2490,person-person,1,,person<--->person,"#000000"
122,128,Undirected,2491,person-person,1,,person<--->person,"#000000"
122,132,Undirected,2492,person-person,1,,person<--->person,"#000000"
122,139,Undirected,2493,person-person,1,,person<--->person,"#000000"
122,150,Undirected,2494,person-person,1,,person<--->person,"#000000"
122,176,Undirected,2495,person-person,1,,person<--->person,"#000000"
122,184,Undirected,2496,person-person,1,,person<--->person,"#000000"
122,188,Undirected,2497,person-person,1,,person<--->person,"#000000"
122,189,Undirected,2498,person-person,1,,person<--->person,"#000000"
122,191,Undirected,2499,person-person,1,,person<--->person,"#000000"
122,289,Undirected,2500,person-person,1,,person<--->person,"#000000"
122,301,Undirected,2501,person-person,1,,person<--->person,"#000000"
122,304,Undirected,2502,person-person,1,,person<--->person,"#000000"
122,307,Undirected,2503,person-person,2,,person<--->person,"#000000"
122,322,Undirected,2504,person-person,1,,person<--->person,"#000000"
122,325,Undirected,2505,person-person,1,,person<--->person,"#000000"
122,326,Undirected,2506,person-person,2,,person<--->person,"#000000"
122,330,Undirected,2507,person-person,1,,person<--->person,"#000000"
122,337,Undirected,2508,person-person,1,,person<--->person,"#000000"
122,355,Undirected,2509,person-person,1,,person<--->person,"#000000"
122,356,Undirected,2510,person-person,1,,person<--->person,"#000000"
122,360,Undirected,2511,person-person,2,,person<--->person,"#000000"
126,128,Undirected,2512,person-person,1,,person<--->person,"#000000"
126,132,Undirected,2513,person-person,1,,person<--->person,"#000000"
126,139,Undirected,2514,person-person,1,,person<--->person,"#000000"
126,150,Undirected,2515,person-person,1,,person<--->person,"#000000"
126,176,Undirected,2516,person-person,1,,person<--->person,"#000000"
126,184,Undirected,2517,person-person,1,,person<--->person,"#000000"
126,188,Undirected,2518,person-person,1,,person<--->person,"#000000"
126,189,Undirected,2519,person-person,1,,person<--->person,"#000000"
126,191,Undirected,2520,person-person,1,,person<--->person,"#000000"
126,289,Undirected,2521,person-person,1,,person<--->person,"#000000"
126,301,Undirected,2522,person-person,1,,person<--->person,"#000000"
126,304,Undirected,2523,person-person,1,,person<--->person,"#000000"
126,307,Undirected,2524,person-person,2,,person<--->person,"#000000"
126,322,Undirected,2525,person-person,1,,person<--->person,"#000000"
126,325,Undirected,2526,person-person,1,,person<--->person,"#000000"
126,326,Undirected,2527,person-person,2,,person<--->person,"#000000"
126,330,Undirected,2528,person-person,1,,person<--->person,"#000000"
126,337,Undirected,2529,person-person,1,,person<--->person,"#000000"
126,355,Undirected,2530,person-person,1,,person<--->person,"#000000"
126,356,Undirected,2531,person-person,1,,person<--->person,"#000000"
126,360,Undirected,2532,person-person,2,,person<--->person,"#000000"
127,145,Undirected,2533,person-person,1,,person<--->person,"#000000"
127,297,Undirected,2534,person-person,1,,person<--->person,"#000000"
128,132,Undirected,2535,person-person,1,,person<--->person,"#000000"
128,139,Undirected,2536,person-person,1,,person<--->person,"#000000"
128,150,Undirected,2537,person-person,1,,person<--->person,"#000000"
128,176,Undirected,2538,person-person,1,,person<--->person,"#000000"
128,184,Undirected,2539,person-person,1,,person<--->person,"#000000"
128,188,Undirected,2540,person-person,1,,person<--->person,"#000000"
128,189,Undirected,2541,person-person,1,,person<--->person,"#000000"
128,191,Undirected,2542,person-person,1,,person<--->person,"#000000"
128,289,Undirected,2543,person-person,1,,person<--->person,"#000000"
128,301,Undirected,2544,person-person,1,,person<--->person,"#000000"
128,304,Undirected,2545,person-person,1,,person<--->person,"#000000"
128,307,Undirected,2546,person-person,2,,person<--->person,"#000000"
128,322,Undirected,2547,person-person,1,,person<--->person,"#000000"
128,325,Undirected,2548,person-person,1,,person<--->person,"#000000"
128,326,Undirected,2549,person-person,2,,person<--->person,"#000000"
128,330,Undirected,2550,person-person,1,,person<--->person,"#000000"
128,337,Undirected,2551,person-person,1,,person<--->person,"#000000"
128,355,Undirected,2552,person-person,1,,person<--->person,"#000000"
128,356,Undirected,2553,person-person,2,,person<--->person,"#000000"
128,360,Undirected,2554,person-person,2,,person<--->person,"#000000"
132,139,Undirected,2555,person-person,1,,person<--->person,"#000000"
132,142,Undirected,2556,person-person,1,,person<--->person,"#000000"
132,150,Undirected,2557,person-person,1,,person<--->person,"#000000"
132,161,Undirected,2558,person-person,1,,person<--->person,"#000000"
132,176,Undirected,2559,person-person,2,,person<--->person,"#000000"
132,184,Undirected,2560,person-person,1,,person<--->person,"#000000"
132,188,Undirected,2561,person-person,1,,person<--->person,"#000000"
132,189,Undirected,2562,person-person,1,,person<--->person,"#000000"
132,191,Undirected,2563,person-person,1,,person<--->person,"#000000"
132,289,Undirected,2564,person-person,1,,person<--->person,"#000000"
132,301,Undirected,2565,person-person,1,,person<--->person,"#000000"
132,304,Undirected,2566,person-person,1,,person<--->person,"#000000"
132,307,Undirected,2567,person-person,2,,person<--->person,"#000000"
132,309,Undirected,2568,person-person,1,,person<--->person,"#000000"
132,321,Undirected,2569,person-person,1,,person<--->person,"#000000"
132,322,Undirected,2570,person-person,1,,person<--->person,"#000000"
132,325,Undirected,2571,person-person,1,,person<--->person,"#000000"
132,326,Undirected,2572,person-person,2,,person<--->person,"#000000"
132,330,Undirected,2573,person-person,1,,person<--->person,"#000000"
132,337,Undirected,2574,person-person,1,,person<--->person,"#000000"
132,350,Undirected,2575,person-person,1,,person<--->person,"#000000"
132,355,Undirected,2576,person-person,1,,person<--->person,"#000000"
132,356,Undirected,2577,person-person,1,,person<--->person,"#000000"
132,360,Undirected,2578,person-person,2,,person<--->person,"#000000"
133,353,Undirected,2579,person-person,1,,person<--->person,"#000000"
139,150,Undirected,2580,person-person,1,,person<--->person,"#000000"
139,176,Undirected,2581,person-person,1,,person<--->person,"#000000"
139,184,Undirected,2582,person-person,1,,person<--->person,"#000000"
139,188,Undirected,2583,person-person,1,,person<--->person,"#000000"
139,189,Undirected,2584,person-person,1,,person<--->person,"#000000"
139,191,Undirected,2585,person-person,1,,person<--->person,"#000000"
139,289,Undirected,2586,person-person,1,,person<--->person,"#000000"
139,301,Undirected,2587,person-person,1,,person<--->person,"#000000"
139,304,Undirected,2588,person-person,1,,person<--->person,"#000000"
139,307,Undirected,2589,person-person,2,,person<--->person,"#000000"
139,322,Undirected,2590,person-person,1,,person<--->person,"#000000"
139,325,Undirected,2591,person-person,1,,person<--->person,"#000000"
139,326,Undirected,2592,person-person,2,,person<--->person,"#000000"
139,330,Undirected,2593,person-person,1,,person<--->person,"#000000"
139,337,Undirected,2594,person-person,1,,person<--->person,"#000000"
139,355,Undirected,2595,person-person,1,,person<--->person,"#000000"
139,356,Undirected,2596,person-person,1,,person<--->person,"#000000"
139,360,Undirected,2597,person-person,2,,person<--->person,"#000000"
141,190,Undirected,2598,person-person,2,,person<--->person,"#000000"
141,298,Undirected,2599,person-person,2,,person<--->person,"#000000"
141,303,Undirected,2600,person-person,6,,person<--->person,"#000000"
141,313,Undirected,2601,person-person,8,,person<--->person,"#000000"
142,161,Undirected,2602,person-person,1,,person<--->person,"#000000"
142,176,Undirected,2603,person-person,1,,person<--->person,"#000000"
142,309,Undirected,2604,person-person,1,,person<--->person,"#000000"
142,321,Undirected,2605,person-person,1,,person<--->person,"#000000"
142,350,Undirected,2606,person-person,1,,person<--->person,"#000000"
143,155,Undirected,2607,person-person,2,,person<--->person,"#000000"
143,157,Undirected,2608,person-person,2,,person<--->person,"#000000"
143,184,Undirected,2609,person-person,2,,person<--->person,"#000000"
143,185,Undirected,2610,person-person,2,,person<--->person,"#000000"
143,289,Undirected,2611,person-person,2,,person<--->person,"#000000"
143,304,Undirected,2612,person-person,2,,person<--->person,"#000000"
143,312,Undirected,2613,person-person,2,,person<--->person,"#000000"
143,324,Undirected,2614,person-person,2,,person<--->person,"#000000"
143,325,Undirected,2615,person-person,2,,person<--->person,"#000000"
143,330,Undirected,2616,person-person,2,,person<--->person,"#000000"
144,306,Undirected,2617,person-person,1,,person<--->person,"#000000"
144,333,Undirected,2618,person-person,1,,person<--->person,"#000000"
145,297,Undirected,2619,person-person,1,,person<--->person,"#000000"
150,176,Undirected,2620,person-person,1,,person<--->person,"#000000"
150,184,Undirected,2621,person-person,1,,person<--->person,"#000000"
150,188,Undirected,2622,person-person,1,,person<--->person,"#000000"
150,189,Undirected,2623,person-person,2,,person<--->person,"#000000"
150,191,Undirected,2624,person-person,2,,person<--->person,"#000000"
150,192,Undirected,2625,person-person,2,,person<--->person,"#000000"
150,289,Undirected,2626,person-person,1,,person<--->person,"#000000"
150,300,Undirected,2627,person-person,1,,person<--->person,"#000000"
150,301,Undirected,2628,person-person,1,,person<--->person,"#000000"
150,304,Undirected,2629,person-person,1,,person<--->person,"#000000"
150,307,Undirected,2630,person-person,3,,person<--->person,"#000000"
150,322,Undirected,2631,person-person,1,,person<--->person,"#000000"
150,325,Undirected,2632,person-person,1,,person<--->person,"#000000"
150,326,Undirected,2633,person-person,2,,person<--->person,"#000000"
150,330,Undirected,2634,person-person,1,,person<--->person,"#000000"
150,337,Undirected,2635,person-person,1,,person<--->person,"#000000"
150,355,Undirected,2636,person-person,1,,person<--->person,"#000000"
150,356,Undirected,2637,person-person,1,,person<--->person,"#000000"
150,360,Undirected,2638,person-person,2,,person<--->person,"#000000"
151,352,Undirected,2639,person-person,1,,person<--->person,"#000000"
153,157,Undirected,2640,person-person,1,,person<--->person,"#000000"
153,167,Undirected,2641,person-person,1,,person<--->person,"#000000"
155,157,Undirected,2642,person-person,1,,person<--->person,"#000000"
155,184,Undirected,2643,person-person,1,,person<--->person,"#000000"
155,185,Undirected,2644,person-person,1,,person<--->person,"#000000"
155,289,Undirected,2645,person-person,1,,person<--->person,"#000000"
155,304,Undirected,2646,person-person,1,,person<--->person,"#000000"
155,312,Undirected,2647,person-person,1,,person<--->person,"#000000"
155,324,Undirected,2648,person-person,1,,person<--->person,"#000000"
155,325,Undirected,2649,person-person,1,,person<--->person,"#000000"
155,330,Undirected,2650,person-person,1,,person<--->person,"#000000"
156,165,Undirected,2651,person-person,1,,person<--->person,"#000000"
156,192,Undirected,2652,person-person,2,,person<--->person,"#000000"
156,298,Undirected,2653,person-person,1,,person<--->person,"#000000"
156,307,Undirected,2654,person-person,1,,person<--->person,"#000000"
157,167,Undirected,2655,person-person,1,,person<--->person,"#000000"
157,184,Undirected,2656,person-person,1,,person<--->person,"#000000"
157,185,Undirected,2657,person-person,1,,person<--->person,"#000000"
157,289,Undirected,2658,person-person,1,,person<--->person,"#000000"
157,304,Undirected,2659,person-person,1,,person<--->person,"#000000"
157,312,Undirected,2660,person-person,1,,person<--->person,"#000000"
157,324,Undirected,2661,person-person,1,,person<--->person,"#000000"
157,325,Undirected,2662,person-person,1,,person<--->person,"#000000"
157,330,Undirected,2663,person-person,1,,person<--->person,"#000000"
161,176,Undirected,2664,person-person,1,,person<--->person,"#000000"
161,309,Undirected,2665,person-person,1,,person<--->person,"#000000"
161,321,Undirected,2666,person-person,1,,person<--->person,"#000000"
161,350,Undirected,2667,person-person,1,,person<--->person,"#000000"
165,192,Undirected,2668,person-person,2,,person<--->person,"#000000"
165,298,Undirected,2669,person-person,1,,person<--->person,"#000000"
165,307,Undirected,2670,person-person,1,,person<--->person,"#000000"
176,184,Undirected,2671,person-person,1,,person<--->person,"#000000"
176,188,Undirected,2672,person-person,1,,person<--->person,"#000000"
176,189,Undirected,2673,person-person,1,,person<--->person,"#000000"
176,191,Undirected,2674,person-person,1,,person<--->person,"#000000"
176,289,Undirected,2675,person-person,1,,person<--->person,"#000000"
176,301,Undirected,2676,person-person,1,,person<--->person,"#000000"
176,304,Undirected,2677,person-person,1,,person<--->person,"#000000"
176,307,Undirected,2678,person-person,2,,person<--->person,"#000000"
176,309,Undirected,2679,person-person,1,,person<--->person,"#000000"
176,321,Undirected,2680,person-person,1,,person<--->person,"#000000"
176,322,Undirected,2681,person-person,1,,person<--->person,"#000000"
176,325,Undirected,2682,person-person,1,,person<--->person,"#000000"
176,326,Undirected,2683,person-person,2,,person<--->person,"#000000"
176,330,Undirected,2684,person-person,1,,person<--->person,"#000000"
176,337,Undirected,2685,person-person,1,,person<--->person,"#000000"
176,350,Undirected,2686,person-person,1,,person<--->person,"#000000"
176,355,Undirected,2687,person-person,1,,person<--->person,"#000000"
176,356,Undirected,2688,person-person,1,,person<--->person,"#000000"
176,360,Undirected,2689,person-person,2,,person<--->person,"#000000"
178,181,Undirected,2690,person-person,1,,person<--->person,"#000000"
178,276,Undirected,2691,person-person,1,,person<--->person,"#000000"
178,306,Undirected,2692,person-person,2,,person<--->person,"#000000"
178,308,Undirected,2693,person-person,1,,person<--->person,"#000000"
178,337,Undirected,2694,person-person,1,,person<--->person,"#000000"
178,356,Undirected,2695,person-person,1,,person<--->person,"#000000"
180,326,Undirected,2696,person-person,1,,person<--->person,"#000000"
181,276,Undirected,2697,person-person,3,,person<--->person,"#000000"
181,306,Undirected,2698,person-person,1,,person<--->person,"#000000"
181,332,Undirected,2699,person-person,3,,person<--->person,"#000000"
181,337,Undirected,2700,person-person,1,,person<--->person,"#000000"
181,356,Undirected,2701,person-person,1,,person<--->person,"#000000"
184,185,Undirected,2702,person-person,1,,person<--->person,"#000000"
184,188,Undirected,2703,person-person,1,,person<--->person,"#000000"
184,189,Undirected,2704,person-person,1,,person<--->person,"#000000"
184,191,Undirected,2705,person-person,1,,person<--->person,"#000000"
184,289,Undirected,2706,person-person,2,,person<--->person,"#000000"
184,301,Undirected,2707,person-person,1,,person<--->person,"#000000"
184,304,Undirected,2708,person-person,2,,person<--->person,"#000000"
184,307,Undirected,2709,person-person,2,,person<--->person,"#000000"
184,312,Undirected,2710,person-person,1,,person<--->person,"#000000"
184,322,Undirected,2711,person-person,1,,person<--->person,"#000000"
184,324,Undirected,2712,person-person,1,,person<--->person,"#000000"
184,325,Undirected,2713,person-person,2,,person<--->person,"#000000"
184,326,Undirected,2714,person-person,2,,person<--->person,"#000000"
184,330,Undirected,2715,person-person,2,,person<--->person,"#000000"
184,337,Undirected,2716,person-person,1,,person<--->person,"#000000"
184,355,Undirected,2717,person-person,1,,person<--->person,"#000000"
184,356,Undirected,2718,person-person,1,,person<--->person,"#000000"
184,360,Undirected,2719,person-person,2,,person<--->person,"#000000"
185,289,Undirected,2720,person-person,1,,person<--->person,"#000000"
185,304,Undirected,2721,person-person,1,,person<--->person,"#000000"
185,312,Undirected,2722,person-person,1,,person<--->person,"#000000"
185,324,Undirected,2723,person-person,1,,person<--->person,"#000000"
185,325,Undirected,2724,person-person,1,,person<--->person,"#000000"
185,330,Undirected,2725,person-person,1,,person<--->person,"#000000"
186,187,Undirected,2726,person-person,2,,person<--->person,"#000000"
188,189,Undirected,2727,person-person,1,,person<--->person,"#000000"
188,191,Undirected,2728,person-person,1,,person<--->person,"#000000"
188,289,Undirected,2729,person-person,1,,person<--->person,"#000000"
188,301,Undirected,2730,person-person,1,,person<--->person,"#000000"
188,304,Undirected,2731,person-person,1,,person<--->person,"#000000"
188,307,Undirected,2732,person-person,2,,person<--->person,"#000000"
188,322,Undirected,2733,person-person,1,,person<--->person,"#000000"
188,325,Undirected,2734,person-person,1,,person<--->person,"#000000"
188,326,Undirected,2735,person-person,2,,person<--->person,"#000000"
188,330,Undirected,2736,person-person,1,,person<--->person,"#000000"
188,337,Undirected,2737,person-person,1,,person<--->person,"#000000"
188,355,Undirected,2738,person-person,1,,person<--->person,"#000000"
188,356,Undirected,2739,person-person,1,,person<--->person,"#000000"
188,360,Undirected,2740,person-person,2,,person<--->person,"#000000"
189,191,Undirected,2741,person-person,2,,person<--->person,"#000000"
189,192,Undirected,2742,person-person,2,,person<--->person,"#000000"
189,289,Undirected,2743,person-person,1,,person<--->person,"#000000"
189,300,Undirected,2744,person-person,1,,person<--->person,"#000000"
189,301,Undirected,2745,person-person,1,,person<--->person,"#000000"
189,304,Undirected,2746,person-person,1,,person<--->person,"#000000"
189,307,Undirected,2747,person-person,3,,person<--->person,"#000000"
189,322,Undirected,2748,person-person,1,,person<--->person,"#000000"
189,325,Undirected,2749,person-person,1,,person<--->person,"#000000"
189,326,Undirected,2750,person-person,2,,person<--->person,"#000000"
189,330,Undirected,2751,person-person,1,,person<--->person,"#000000"
189,337,Undirected,2752,person-person,1,,person<--->person,"#000000"
189,355,Undirected,2753,person-person,1,,person<--->person,"#000000"
189,356,Undirected,2754,person-person,1,,person<--->person,"#000000"
189,360,Undirected,2755,person-person,2,,person<--->person,"#000000"
190,298,Undirected,2756,person-person,1,,person<--->person,"#000000"
190,303,Undirected,2757,person-person,3,,person<--->person,"#000000"
190,313,Undirected,2758,person-person,4,,person<--->person,"#000000"
191,192,Undirected,2759,person-person,2,,person<--->person,"#000000"
191,289,Undirected,2760,person-person,1,,person<--->person,"#000000"
191,300,Undirected,2761,person-person,1,,person<--->person,"#000000"
191,301,Undirected,2762,person-person,1,,person<--->person,"#000000"
191,304,Undirected,2763,person-person,1,,person<--->person,"#000000"
191,307,Undirected,2764,person-person,3,,person<--->person,"#000000"
191,322,Undirected,2765,person-person,1,,person<--->person,"#000000"
191,325,Undirected,2766,person-person,1,,person<--->person,"#000000"
191,326,Undirected,2767,person-person,2,,person<--->person,"#000000"
191,330,Undirected,2768,person-person,1,,person<--->person,"#000000"
191,337,Undirected,2769,person-person,1,,person<--->person,"#000000"
191,355,Undirected,2770,person-person,1,,person<--->person,"#000000"
191,356,Undirected,2771,person-person,1,,person<--->person,"#000000"
191,360,Undirected,2772,person-person,2,,person<--->person,"#000000"
192,298,Undirected,2773,person-person,2,,person<--->person,"#000000"
192,300,Undirected,2774,person-person,2,,person<--->person,"#000000"
192,307,Undirected,2775,person-person,4,,person<--->person,"#000000"
276,306,Undirected,2776,person-person,1,,person<--->person,"#000000"
276,308,Undirected,2777,person-person,1,,person<--->person,"#000000"
276,332,Undirected,2778,person-person,1,,person<--->person,"#000000"
276,357,Undirected,2779,person-person,1,,person<--->person,"#000000"
289,301,Undirected,2780,person-person,1,,person<--->person,"#000000"
289,307,Undirected,2781,person-person,2,,person<--->person,"#000000"
289,312,Undirected,2782,person-person,1,,person<--->person,"#000000"
289,322,Undirected,2783,person-person,1,,person<--->person,"#000000"
289,324,Undirected,2784,person-person,1,,person<--->person,"#000000"
289,325,Undirected,2785,person-person,2,,person<--->person,"#000000"
289,326,Undirected,2786,person-person,2,,person<--->person,"#000000"
289,330,Undirected,2787,person-person,2,,person<--->person,"#000000"
289,337,Undirected,2788,person-person,1,,person<--->person,"#000000"
289,355,Undirected,2789,person-person,2,,person<--->person,"#000000"
289,356,Undirected,2790,person-person,1,,person<--->person,"#000000"
289,360,Undirected,2791,person-person,2,,person<--->person,"#000000"
298,303,Undirected,2792,person-person,3,,person<--->person,"#000000"
298,307,Undirected,2793,person-person,1,,person<--->person,"#000000"
298,313,Undirected,2794,person-person,4,,person<--->person,"#000000"
300,307,Undirected,2795,person-person,1,,person<--->person,"#000000"
301,304,Undirected,2796,person-person,1,,person<--->person,"#000000"
301,307,Undirected,2797,person-person,2,,person<--->person,"#000000"
301,322,Undirected,2798,person-person,1,,person<--->person,"#000000"
301,325,Undirected,2799,person-person,1,,person<--->person,"#000000"
301,326,Undirected,2800,person-person,2,,person<--->person,"#000000"
301,330,Undirected,2801,person-person,1,,person<--->person,"#000000"
301,337,Undirected,2802,person-person,1,,person<--->person,"#000000"
301,355,Undirected,2803,person-person,1,,person<--->person,"#000000"
301,356,Undirected,2804,person-person,1,,person<--->person,"#000000"
301,360,Undirected,2805,person-person,2,,person<--->person,"#000000"
303,313,Undirected,2806,person-person,12,,person<--->person,"#000000"
303,324,Undirected,2807,person-person,1,,person<--->person,"#000000"
304,307,Undirected,2808,person-person,2,,person<--->person,"#000000"
304,312,Undirected,2809,person-person,1,,person<--->person,"#000000"
304,322,Undirected,2810,person-person,1,,person<--->person,"#000000"
304,324,Undirected,2811,person-person,1,,person<--->person,"#000000"
304,325,Undirected,2812,person-person,2,,person<--->person,"#000000"
304,326,Undirected,2813,person-person,2,,person<--->person,"#000000"
304,330,Undirected,2814,person-person,2,,person<--->person,"#000000"
304,337,Undirected,2815,person-person,1,,person<--->person,"#000000"
304,355,Undirected,2816,person-person,1,,person<--->person,"#000000"
304,356,Undirected,2817,person-person,1,,person<--->person,"#000000"
304,360,Undirected,2818,person-person,2,,person<--->person,"#000000"
306,308,Undirected,2819,person-person,1,,person<--->person,"#000000"
306,333,Undirected,2820,person-person,1,,person<--->person,"#000000"
306,337,Undirected,2821,person-person,1,,person<--->person,"#000000"
306,356,Undirected,2822,person-person,1,,person<--->person,"#000000"
307,322,Undirected,2823,person-person,2,,person<--->person,"#000000"
307,325,Undirected,2824,person-person,2,,person<--->person,"#000000"
307,326,Undirected,2825,person-person,4,,person<--->person,"#000000"
307,330,Undirected,2826,person-person,2,,person<--->person,"#000000"
307,337,Undirected,2827,person-person,2,,person<--->person,"#000000"
307,355,Undirected,2828,person-person,2,,person<--->person,"#000000"
307,356,Undirected,2829,person-person,2,,person<--->person,"#000000"
307,360,Undirected,2830,person-person,4,,person<--->person,"#000000"
309,321,Undirected,2831,person-person,1,,person<--->person,"#000000"
309,350,Undirected,2832,person-person,1,,person<--->person,"#000000"
312,324,Undirected,2833,person-person,1,,person<--->person,"#000000"
312,325,Undirected,2834,person-person,1,,person<--->person,"#000000"
312,330,Undirected,2835,person-person,1,,person<--->person,"#000000"
318,354,Undirected,2836,person-person,2,,person<--->person,"#000000"
321,350,Undirected,2837,person-person,1,,person<--->person,"#000000"
322,325,Undirected,2838,person-person,1,,person<--->person,"#000000"
322,326,Undirected,2839,person-person,2,,person<--->person,"#000000"
322,330,Undirected,2840,person-person,1,,person<--->person,"#000000"
322,337,Undirected,2841,person-person,1,,person<--->person,"#000000"
322,355,Undirected,2842,person-person,1,,person<--->person,"#000000"
322,356,Undirected,2843,person-person,1,,person<--->person,"#000000"
322,360,Undirected,2844,person-person,2,,person<--->person,"#000000"
324,325,Undirected,2845,person-person,1,,person<--->person,"#000000"
324,330,Undirected,2846,person-person,1,,person<--->person,"#000000"
325,326,Undirected,2847,person-person,2,,person<--->person,"#000000"
325,330,Undirected,2848,person-person,2,,person<--->person,"#000000"
325,337,Undirected,2849,person-person,1,,person<--->person,"#000000"
325,355,Undirected,2850,person-person,1,,person<--->person,"#000000"
325,356,Undirected,2851,person-person,1,,person<--->person,"#000000"
325,360,Undirected,2852,person-person,2,,person<--->person,"#000000"
326,330,Undirected,2853,person-person,2,,person<--->person,"#000000"
326,337,Undirected,2854,person-person,2,,person<--->person,"#000000"
326,355,Undirected,2855,person-person,2,,person<--->person,"#000000"
326,356,Undirected,2856,person-person,2,,person<--->person,"#000000"
326,360,Undirected,2857,person-person,4,,person<--->person,"#000000"
330,337,Undirected,2858,person-person,1,,person<--->person,"#000000"
330,355,Undirected,2859,person-person,1,,person<--->person,"#000000"
330,356,Undirected,2860,person-person,1,,person<--->person,"#000000"
330,360,Undirected,2861,person-person,2,,person<--->person,"#000000"
337,355,Undirected,2862,person-person,1,,person<--->person,"#000000"
337,356,Undirected,2863,person-person,2,,person<--->person,"#000000"
337,360,Undirected,2864,person-person,2,,person<--->person,"#000000"
354,355,Undirected,2865,person-person,1,,person<--->person,"#000000"
355,356,Undirected,2866,person-person,1,,person<--->person,"#000000"
355,360,Undirected,2867,person-person,2,,person<--->person,"#000000"
356,360,Undirected,2868,person-person,2,,person<--->person,"#000000"
